"PMID","First.author","Year","Record.no","Group.ID","Group.name","Vaccinated_cases","Vaccinated_controls","Unvaccinated_cases","Unvaccinated_controls","VE","VE_ll","VE_ul","Severity","Time","Vaccination.type","Variant","Exposed_age","logRR"
34619098,"S. Y. Tartof",2021,35,"C1","2*BNT162b2(45-64y)",12,21439,4078,374836,91,83,95,"Severe",81.5,"2*mRNA","Mixture of variants","Adults",-2.40794560865187
34619098,"S. Y. Tartof",2021,36,"C1","2*BNT162b2(45-64y)",8,14889,4078,374836,94,88,97,"Severe",111.5,"2*mRNA","Mixture of variants","Adults",-2.81341071676004
34619098,"S. Y. Tartof",2021,37,"C1","2*BNT162b2(45-64y)",3,7127,4078,374836,95,84,98,"Severe",141.5,"2*mRNA","Mixture of variants","Adults",-2.99573227355399
34619098,"S. Y. Tartof",2021,38,"C1","2*BNT162b2(45-64y)",5,4829,4078,374836,90,75,96,"Severe",157,"2*mRNA","Mixture of variants","Adults",-2.30258509299405
34619098,"S. Y. Tartof",2021,39,"D1","2*BNT162b2(>=65y)",19,18519,4965,171279,84,74,90,"Severe",21.5,"2*mRNA","Mixture of variants","Elderly",-1.83258146374831
34619098,"S. Y. Tartof",2021,40,"D1","2*BNT162b2(>=65y)",12,18234,4965,171279,88,78,93,"Severe",51.5,"2*mRNA","Mixture of variants","Elderly",-2.12026353620009
34619098,"S. Y. Tartof",2021,41,"D1","2*BNT162b2(>=65y)",10,17725,4965,171279,89,78,94,"Severe",81.5,"2*mRNA","Mixture of variants","Elderly",-2.20727491318972
34619098,"S. Y. Tartof",2021,42,"D1","2*BNT162b2(>=65y)",15,16797,4965,171279,86,77,92,"Severe",111.5,"2*mRNA","Mixture of variants","Elderly",-1.96611285637283
34619098,"S. Y. Tartof",2021,43,"D1","2*BNT162b2(>=65y)",30,13335,4965,171279,85,77,90,"Severe",141.5,"2*mRNA","Mixture of variants","Elderly",-1.89711998488588
34619098,"S. Y. Tartof",2021,44,"D1","2*BNT162b2(>=65y)",13,3853,4965,171279,83,69,90,"Severe",157,"2*mRNA","Mixture of variants","Elderly",-1.77195684193187
34942103,"S. V. Katikireddi",2022,11,"B","2*ChAdOx1",69,49899,1886,318254,67.9,65.9,69.8,"Mild infection",20.5,"Primary series viral vector","Delta","Adults",-1.13631415585212
34942103,"S. V. Katikireddi",2022,12,"B","2*ChAdOx1",78,51801,1886,318254,67.3,65.3,69.1,"Mild infection",34.5,"Primary series viral vector","Delta","Adults",-1.11779510808488
34942103,"S. V. Katikireddi",2022,13,"B","2*ChAdOx1",84,52099,1886,318254,63.8,61.7,65.7,"Mild infection",48.5,"Primary series viral vector","Delta","Adults",-1.01611106715637
34942103,"S. V. Katikireddi",2022,14,"B","2*ChAdOx1",130,51963,1886,318254,63.3,61.3,65.3,"Mild infection",62.5,"Primary series viral vector","Delta","Adults",-1.00239343092757
34942103,"S. V. Katikireddi",2022,15,"B","2*ChAdOx1",136,51475,1886,318254,59.3,57.2,61.4,"Mild infection",76.5,"Primary series viral vector","Delta","Adults",-0.898942093539542
34942103,"S. V. Katikireddi",2022,16,"B","2*ChAdOx1",152,50082,1886,318254,55.3,53,57.5,"Mild infection",90.5,"Primary series viral vector","Delta","Adults",-0.805196684368568
34942103,"S. V. Katikireddi",2022,17,"B","2*ChAdOx1",199,46488,1886,318254,52.9,50.4,55.2,"Mild infection",104.5,"Primary series viral vector","Delta","Adults",-0.752897184965719
34942103,"S. V. Katikireddi",2022,18,"B","2*ChAdOx1",214,42421,1886,318254,48.7,45.9,51.4,"Mild infection",118.5,"Primary series viral vector","Delta","Adults",-0.667479433811368
34942103,"S. V. Katikireddi",2022,19,"B","2*ChAdOx1",211,37181,1886,318254,44.6,41.5,47.6,"Mild infection",132.5,"Primary series viral vector","Delta","Adults",-0.590590592234853
34942103,"S. V. Katikireddi",2022,20,"B","2*ChAdOx1",185,24478,1886,318254,39.1,35.4,42.6,"Mild infection",146.5,"Primary series viral vector","Delta","Adults",-0.49593701127224
34942103,"S. V. Katikireddi",2022,21,"C","2*ChAdOx1",14,4994,266,13933,69.8,69.3,70.4,"Mild infection",20.5,"Primary series viral vector","Gamma","Adults",-1.19732826160727
34942103,"S. V. Katikireddi",2022,22,"C","2*ChAdOx1",16,11418,266,13933,68.4,67.8,68.9,"Mild infection",34.5,"Primary series viral vector","Gamma","Adults",-1.15201306539523
34942103,"S. V. Katikireddi",2022,23,"C","2*ChAdOx1",32,13637,266,13933,66.8,66.1,67.5,"Mild infection",48.5,"Primary series viral vector","Gamma","Adults",-1.10262031006565
34942103,"S. V. Katikireddi",2022,24,"C","2*ChAdOx1",76,14160,266,13933,65.4,64.6,66.2,"Mild infection",62.5,"Primary series viral vector","Gamma","Adults",-1.06131650392441
34942103,"S. V. Katikireddi",2022,25,"C","2*ChAdOx1",79,14175,266,13933,63.2,62.2,64.2,"Mild infection",76.5,"Primary series viral vector","Gamma","Adults",-0.999672340813206
34942103,"S. V. Katikireddi",2022,26,"C","2*ChAdOx1",91,14141,266,13933,58.8,57.4,60.1,"Mild infection",90.5,"Primary series viral vector","Gamma","Adults",-0.886731929632611
34942103,"S. V. Katikireddi",2022,27,"C","2*ChAdOx1",83,14102,266,13933,59.8,58.2,61.4,"Mild infection",104.5,"Primary series viral vector","Gamma","Adults",-0.911303190363116
34942103,"S. V. Katikireddi",2022,28,"C","2*ChAdOx1",107,14055,266,13933,58.7,56.7,60.5,"Mild infection",118.5,"Primary series viral vector","Gamma","Adults",-0.884307686021104
34942103,"S. V. Katikireddi",2022,29,"C","2*ChAdOx1",195,13966,266,13933,57.7,55.4,60,"Mild infection",132.5,"Primary series viral vector","Gamma","Adults",-0.860383099935859
35176007,"J. M. Ferdinands",2022,1,"A","2*mRNA",144,4109,29063,57011,92,91,94,"Mild infection",36.5,"2*mRNA","Delta","Adults",-2.52572864430826
35176007,"J. M. Ferdinands",2022,2,"A","2*mRNA",527,8135,29063,57011,88,86,89,"Mild infection",89.5,"2*mRNA","Delta","Adults",-2.12026353620009
35176007,"J. M. Ferdinands",2022,3,"A","2*mRNA",721,8220,29063,57011,85,83,86,"Mild infection",134.5,"2*mRNA","Delta","Adults",-1.89711998488588
35176007,"J. M. Ferdinands",2022,4,"A","2*mRNA",6744,56771,29063,57011,77,76,78,"Mild infection",150,"2*mRNA","Delta","Adults",-1.46967597005894
35176007,"J. M. Ferdinands",2022,8,"C","2*mRNA",157,398,29063,57011,69,62,75,"Mild infection",36.5,"2*mRNA","Omicron","Adults",-1.17118298150294
35176007,"J. M. Ferdinands",2022,9,"C","2*mRNA",785,1197,13991,10808,50,45,55,"Mild infection",89.5,"2*mRNA","Omicron","Adults",-0.693147180559945
35176007,"J. M. Ferdinands",2022,10,"C","2*mRNA",509,725,13991,10808,48,41,54,"Mild infection",134.5,"2*mRNA","Omicron","Adults",-0.653926467406664
35176007,"J. M. Ferdinands",2022,11,"C","2*mRNA",6900,9151,13991,10808,37,34,40,"Mild infection",150,"2*mRNA","Omicron","Adults",-0.462035459596559
35176007,"J. M. Ferdinands",2022,16,"A1","2*mRNA",49,1525,14445,21769,94,92,96,"Severe",36.5,"2*mRNA","Delta","Adults",-2.81341071676004
35176007,"J. M. Ferdinands",2022,17,"A1","2*mRNA",154,2636,14445,21769,91,89,92,"Severe",89.5,"2*mRNA","Delta","Adults",-2.40794560865187
35176007,"J. M. Ferdinands",2022,18,"A1","2*mRNA",192,2937,14445,21769,90,89,92,"Severe",134.5,"2*mRNA","Delta","Adults",-2.30258509299405
35176007,"J. M. Ferdinands",2022,19,"A1","2*mRNA",2920,28294,14445,21769,82,82,83,"Severe",150,"2*mRNA","Delta","Adults",-1.71479842809193
35176007,"J. M. Ferdinands",2022,23,"C1","2*mRNA",22,66,1890,2021,71,51,83,"Severe",36.5,"2*mRNA","Omicron","Adults",-1.23787435600162
35176007,"J. M. Ferdinands",2022,24,"C1","2*mRNA",69,225,1890,2021,65,53,74,"Severe",89.5,"2*mRNA","Omicron","Adults",-1.04982212449868
35176007,"J. M. Ferdinands",2022,25,"C1","2*mRNA",42,108,1890,2021,58,38,71,"Severe",134.5,"2*mRNA","Omicron","Adults",-0.867500567704723
35176007,"J. M. Ferdinands",2022,26,"C1","2*mRNA",846,2241,1890,2021,54,48,59,"Severe",150,"2*mRNA","Omicron","Adults",-0.776528789498996
35021002,"N. Andrews",2022,1,"A1","2*ChAdOx1(40-64y)",89337,180719,46307,58370,62,61.3,62.6,"Mild infection",41.5,"Primary series viral vector","Delta","Adults",-0.967584026261706
35021002,"N. Andrews",2022,2,"A1","2*ChAdOx1(40-64y)",79973,120590,46307,58370,57.4,56.6,58.2,"Mild infection",87,"Primary series viral vector","Delta","Adults",-0.853315932712767
35021002,"N. Andrews",2022,3,"A1","2*ChAdOx1(40-64y)",42824,78396,46307,58370,55.4,54.4,56.3,"Mild infection",122,"Primary series viral vector","Delta","Adults",-0.807436326962073
35021002,"N. Andrews",2022,4,"A1","2*ChAdOx1(40-64y)",5234,11394,46307,58370,56.7,55,58.4,"Mild infection",140,"Primary series viral vector","Delta","Adults",-0.837017550979647
35021002,"N. Andrews",2022,5,"A2","2*ChAdOx1(>=65y)",3090,18879,1854,2359,59.1,55.4,62.6,"Mild infection",41.5,"Primary series viral vector","Delta","Elderly",-0.894040122939335
35021002,"N. Andrews",2022,6,"A2","2*ChAdOx1(>=65y)",9762,18768,1854,2359,50.1,46.1,53.8,"Mild infection",87,"Primary series viral vector","Delta","Elderly",-0.695149183230618
35021002,"N. Andrews",2022,7,"A2","2*ChAdOx1(>=65y)",19282,42824,1854,2359,43.8,39.3,47.9,"Mild infection",122,"Primary series viral vector","Delta","Elderly",-0.576253429088446
35021002,"N. Andrews",2022,8,"A2","2*ChAdOx1(>=65y)",8383,11589,1854,2359,38,32.7,42.8,"Mild infection",157,"Primary series viral vector","Delta","Elderly",-0.478035800943
35021002,"N. Andrews",2022,9,"A2","2*ChAdOx1(>=65y)",453,631,1854,2359,27.8,16.3,37.8,"Mild infection",175,"Primary series viral vector","Delta","Elderly",-0.325730140089311
35021002,"N. Andrews",2022,10,"B1","2*BNT162b2(16-39y)",2924,27535,338947,342028,92.4,92.1,92.7,"Mild infection",10,"2*mRNA","Delta","All",-2.57702193869581
35021002,"N. Andrews",2022,11,"B1","2*BNT162b2(16-39y)",15488,150027,338947,342028,89.5,89.3,89.7,"Mild infection",41.5,"2*mRNA","Delta","All",-2.25379492882461
35021002,"N. Andrews",2022,12,"B1","2*BNT162b2(16-39y)",2174,13115,338947,342028,72.9,71.5,74.1,"Mild infection",87,"2*mRNA","Delta","All",-1.30563645810244
35021002,"N. Andrews",2022,13,"B1","2*BNT162b2(16-39y)",22,131,338947,342028,69.8,52.4,80.8,"Mild infection",122,"2*mRNA","Delta","All",-1.19732826160727
35021002,"N. Andrews",2022,14,"B2","2*BNT162b2(40-64y)",275,2923,46307,58370,87.7,86,89.2,"Mild infection",10,"2*mRNA","Delta","Adults",-2.09557092360972
35021002,"N. Andrews",2022,15,"B2","2*BNT162b2(40-64y)",5461,34319,46307,58370,84.3,83.7,84.8,"Mild infection",41.5,"2*mRNA","Delta","Adults",-1.85150947363383
35021002,"N. Andrews",2022,16,"B2","2*BNT162b2(40-64y)",7837,23239,46307,58370,77.3,76.6,78,"Mild infection",87,"2*mRNA","Delta","Adults",-1.48280526150073
35021002,"N. Andrews",2022,17,"B2","2*BNT162b2(40-64y)",9495,24132,46307,58370,72.1,71.2,72.9,"Mild infection",122,"2*mRNA","Delta","Adults",-1.27654349716077
35021002,"N. Andrews",2022,18,"B2","2*BNT162b2(40-64y)",2820,8643,46307,58370,69.2,67.7,70.6,"Mild infection",140,"2*mRNA","Delta","Adults",-1.17765549600856
35021002,"N. Andrews",2022,19,"B3","2*BNT162b2(>=65y)",13,913,1854,2359,60,25.4,78.6,"Mild infection",10,"2*mRNA","Delta","Elderly",-0.916290731874155
35021002,"N. Andrews",2022,20,"B3","2*BNT162b2(>=65y)",620,10840,1854,2359,79.6,77,81.8,"Mild infection",41.5,"2*mRNA","Delta","Elderly",-1.58963528513792
35021002,"N. Andrews",2022,21,"B3","2*BNT162b2(>=65y)",3381,12292,1854,2359,69.4,66.7,71.8,"Mild infection",87,"2*mRNA","Delta","Elderly",-1.18417017702976
35021002,"N. Andrews",2022,22,"B3","2*BNT162b2(>=65y)",6780,13058,1854,2359,63.1,60.2,65.9,"Mild infection",122,"2*mRNA","Delta","Elderly",-0.99695863494161
35021002,"N. Andrews",2022,23,"B3","2*BNT162b2(>=65y)",5996,10753,1854,2359,54.9,51.1,58.5,"Mild infection",157,"2*mRNA","Delta","Elderly",-0.796287939479459
35021002,"N. Andrews",2022,24,"B3","2*BNT162b2(>=65y)",697,1390,1854,2359,51.8,45.4,57.4,"Mild infection",175,"2*mRNA","Delta","Elderly",-0.729811164931537
35021002,"N. Andrews",2022,25,"A11","2*ChAdOx1(40-64y)",335,176252,1535,52852,96.2,95.7,96.6,"Severe",41.5,"Primary series viral vector","Delta","Adults",-3.27016911925575
35021002,"N. Andrews",2022,26,"A11","2*ChAdOx1(40-64y)",422,94055,1535,52852,93.2,92.4,94,"Severe",87,"Primary series viral vector","Delta","Adults",-2.68824757380603
35021002,"N. Andrews",2022,27,"A11","2*ChAdOx1(40-64y)",243,33792,1535,52852,89.9,88.1,91.4,"Severe",122,"Primary series viral vector","Delta","Adults",-2.29263476214088
35021002,"N. Andrews",2022,28,"A11","2*ChAdOx1(40-64y)",38,2447,1535,52852,79.1,70.3,85.3,"Severe",140,"Primary series viral vector","Delta","Adults",-1.56542102701733
35021002,"N. Andrews",2022,29,"A21","2*ChAdOx1(>=65y)",80,18858,219,2098,91.7,88.8,93.9,"Severe",41.5,"Primary series viral vector","Delta","Elderly",-2.48891467118554
35021002,"N. Andrews",2022,30,"A21","2*ChAdOx1(>=65y)",262,18689,219,2098,90.1,87.7,92,"Severe",87,"Primary series viral vector","Delta","Elderly",-2.31263542884755
35021002,"N. Andrews",2022,31,"A21","2*ChAdOx1(>=65y)",458,17357,219,2098,85.8,82.7,88.4,"Severe",122,"Primary series viral vector","Delta","Elderly",-1.95192822138088
35021002,"N. Andrews",2022,32,"A21","2*ChAdOx1(>=65y)",185,4923,219,2098,81.8,76.6,85.9,"Severe",140,"Primary series viral vector","Delta","Elderly",-1.70374859190534
35021002,"N. Andrews",2022,36,"B21","2*BNT162b2(40-64y)",0,2798,1535,52852,99.5,99.5,99.5,"Severe",10,"2*mRNA","Delta","Adults",-5.29831736654804
35021002,"N. Andrews",2022,37,"B21","2*BNT162b2(40-64y)",25,31682,1535,52852,98.1,97.4,98.6,"Severe",41.5,"2*mRNA","Delta","Adults",-3.9633162998157
35021002,"N. Andrews",2022,38,"B21","2*BNT162b2(40-64y)",49,21018,1535,52852,97.2,96.4,97.8,"Severe",87,"2*mRNA","Delta","Adults",-3.57555076880693
35021002,"N. Andrews",2022,39,"B21","2*BNT162b2(40-64y)",53,16954,1535,52852,96,94.8,96.9,"Severe",122,"2*mRNA","Delta","Adults",-3.2188758248682
35021002,"N. Andrews",2022,40,"B21","2*BNT162b2(40-64y)",8,2109,1535,52852,93.3,87,96.4,"Severe",140,"2*mRNA","Delta","Adults",-2.70306265959117
35021002,"N. Andrews",2022,41,"B31","2*BNT162b2(>=65y)",0,912,219,2098,99.5,99.5,99.5,"Severe",10,"2*mRNA","Delta","Elderly",-5.29831736654804
35021002,"N. Andrews",2022,42,"B31","2*BNT162b2(>=65y)",9,10819,219,2098,97.5,95.4,98.6,"Severe",41.5,"2*mRNA","Delta","Elderly",-3.68887945411394
35021002,"N. Andrews",2022,43,"B31","2*BNT162b2(>=65y)",75,12273,219,2098,95.3,93.9,96.4,"Severe",87,"2*mRNA","Delta","Elderly",-3.05760767727208
35021002,"N. Andrews",2022,44,"B31","2*BNT162b2(>=65y)",173,12437,219,2098,92.9,91.1,94.2,"Severe",122,"2*mRNA","Delta","Elderly",-2.64507540194082
35021002,"N. Andrews",2022,45,"B31","2*BNT162b2(>=65y)",141,6328,219,2098,90,87.1,92.2,"Severe",140,"2*mRNA","Delta","Elderly",-2.30258509299405
35021002,"N. Andrews",2022,46,"A12","2*ChAdOx1(>=16y)",56,269333,195,383872,95,93.1,96.4,"Death",41.5,"Primary series viral vector","Delta","All",-2.99573227355399
35021002,"N. Andrews",2022,47,"A12","2*ChAdOx1(>=16y)",100,126863,195,383872,93.7,91.8,95.2,"Death",87,"Primary series viral vector","Delta","All",-2.76462055259061
35021002,"N. Andrews",2022,48,"A12","2*ChAdOx1(>=16y)",126,40484,195,383872,90.1,86.9,92.6,"Death",122,"Primary series viral vector","Delta","All",-2.31263542884755
35021002,"N. Andrews",2022,49,"A12","2*ChAdOx1(>=16y)",33,5072,195,383872,84.8,76.2,90.3,"Death",140,"Primary series viral vector","Delta","All",-1.88387475813586
35021002,"N. Andrews",2022,50,"A22","2*ChAdOx1(>=65y)",18,18827,65,1888,94.1,89.6,96.7,"Death",41.5,"Primary series viral vector","Delta","Elderly",-2.83021783507642
35021002,"N. Andrews",2022,51,"A22","2*ChAdOx1(>=65y)",60,18461,65,1888,92.9,89.5,95.2,"Death",87,"Primary series viral vector","Delta","Elderly",-2.64507540194082
35021002,"N. Andrews",2022,52,"A22","2*ChAdOx1(>=65y)",110,12511,65,1888,87.9,82.6,91.5,"Death",122,"Primary series viral vector","Delta","Elderly",-2.1119647333854
35021002,"N. Andrews",2022,53,"A22","2*ChAdOx1(>=65y)",31,1298,65,1888,82.1,70.1,89.3,"Death",140,"Primary series viral vector","Delta","Elderly",-1.72036947314138
35021002,"N. Andrews",2022,54,"B12","2*BNT162b2(>=16y)",6,127669,195,383872,98.5,96.5,99.3,"Death",41.5,"2*mRNA","Delta","All",-4.19970507787993
35021002,"N. Andrews",2022,55,"B12","2*BNT162b2(>=16y)",42,74176,195,383872,96,94.2,97.2,"Death",87,"2*mRNA","Delta","All",-3.2188758248682
35021002,"N. Andrews",2022,56,"B12","2*BNT162b2(>=16y)",74,56497,195,383872,94.5,92.5,96,"Death",122,"2*mRNA","Delta","All",-2.90042209374967
35021002,"N. Andrews",2022,57,"B12","2*BNT162b2(>=16y)",75,20223,195,383872,91.9,88.5,94.3,"Death",140,"2*mRNA","Delta","All",-2.5133061243097
35021002,"N. Andrews",2022,58,"B22","2*BNT162b2(>=65y)",4,11154,65,1888,97.1,91.7,99,"Death",41.5,"2*mRNA","Delta","Elderly",-3.54045944899566
35021002,"N. Andrews",2022,59,"B22","2*BNT162b2(>=65y)",31,12707,65,1888,95.1,92.1,96.9,"Death",87,"2*mRNA","Delta","Elderly",-3.01593498087151
35021002,"N. Andrews",2022,60,"B22","2*BNT162b2(>=65y)",66,11175,65,1888,93.2,90.1,95.4,"Death",122,"2*mRNA","Delta","Elderly",-2.68824757380603
35021002,"N. Andrews",2022,61,"B22","2*BNT162b2(>=65y)",74,4730,65,1888,90.2,85.3,93.5,"Death",140,"2*mRNA","Delta","Elderly",-2.32278780031157
35620997,"E. Kissling",2022,1,"A","2*BNT162b2(30-59y)",123,1287,1045,1684,87,83,89,"Mild infection",21.5,"2*mRNA","Delta","Adults",-2.04022082852655
35620997,"E. Kissling",2022,2,"A","2*BNT162b2(30-59y)",261,1584,1045,1684,76,72,81,"Mild infection",44.5,"2*mRNA","Delta","Adults",-1.42711635564015
35620997,"E. Kissling",2022,3,"A","2*BNT162b2(30-59y)",60,335,1045,1684,72,61,80,"Mild infection",74.5,"2*mRNA","Delta","Adults",-1.27296567581289
35620997,"E. Kissling",2022,4,"A","2*BNT162b2(30-59y)",151,647,1045,1684,65,56,71,"Mild infection",90,"2*mRNA","Delta","Adults",-1.04982212449868
35620997,"E. Kissling",2022,5,"B","2*BNT162b2(>=60y)",32,425,74,161,65,37,80,"Mild infection",44.5,"2*mRNA","Delta","Elderly",-1.04982212449868
35620997,"E. Kissling",2022,6,"B","2*BNT162b2(>=60y)",146,951,74,161,66,48,78,"Mild infection",74.5,"2*mRNA","Delta","Elderly",-1.07880966137193
35620997,"E. Kissling",2022,7,"B","2*BNT162b2(>=60y)",192,1159,74,161,64,44,77,"Mild infection",90,"2*mRNA","Delta","Elderly",-1.02165124753198
35620997,"E. Kissling",2022,8,"C","2*ChAdOx1(30-59y)",21,107,990,1655,72,52,83,"Mild infection",21.5,"Primary series viral vector","Delta","Adults",-1.27296567581289
35620997,"E. Kissling",2022,9,"C","2*ChAdOx1(30-59y)",79,320,990,1655,67,57,75,"Mild infection",44.5,"Primary series viral vector","Delta","Adults",-1.10866262452161
35620997,"E. Kissling",2022,10,"C","2*ChAdOx1(30-59y)",42,162,990,1655,65,48,76,"Mild infection",74.5,"Primary series viral vector","Delta","Adults",-1.04982212449868
35620997,"E. Kissling",2022,11,"D","2*mRNA-1273(30-59y)",19,285,1033,1672,98,93,100,"Mild infection",44.5,"2*mRNA","Delta","Adults",-3.91202300542815
35620997,"E. Kissling",2022,12,"D","2*mRNA-1273(30-59y)",6,98,1033,1672,91,85,95,"Mild infection",74.5,"2*mRNA","Delta","Adults",-2.40794560865187
35620997,"E. Kissling",2022,13,"D","2*mRNA-1273(30-59y)",11,33,1033,1672,90,76,96,"Mild infection",90,"2*mRNA","Delta","Adults",-2.30258509299405
35620997,"E. Kissling",2022,14,"E","2*Ad26.COV2.S(30-59y)",123,338,919,1578,50,36,62,"Mild infection",44.5,"Primary series viral vector","Delta","Adults",-0.693147180559945
35620997,"E. Kissling",2022,15,"E","2*Ad26.COV2.S(30-59y)",70,205,919,1578,52,33,66,"Mild infection",74.5,"Primary series viral vector","Delta","Adults",-0.7339691750802
34911691,"K. J. Bruxvoort",2021,6,"B","2*mRNA-1273",11,2107,3064,12190,98.6,97.3,99.3,"Mild infection",37,"2*mRNA","Mixture of variants","Adults",-4.26869794936688
34911691,"K. J. Bruxvoort",2021,7,"B","2*mRNA-1273",10,737,3064,12190,96.9,93.9,98.5,"Mild infection",75.5,"2*mRNA","Mixture of variants","Adults",-3.47376807449699
34911691,"K. J. Bruxvoort",2021,8,"B","2*mRNA-1273",12,321,3064,12190,91.4,83.9,95.4,"Mild infection",105.5,"2*mRNA","Mixture of variants","Adults",-2.45340798272863
34911691,"K. J. Bruxvoort",2021,9,"B","2*mRNA-1273",8,41,3064,12190,88.7,73.2,95.2,"Mild infection",135.5,"2*mRNA","Mixture of variants","Adults",-2.1803674602698
35952702,"P. T. V. Florentino",2022,9,"A","2*BNT162b2",3469,7700,24933,22970,64.7,63,66.3,"Mild infection",20.5,"2*mRNA","Omicron","Children",-1.04128722204884
35952702,"P. T. V. Florentino",2022,10,"A","2*BNT162b2",8060,13426,24933,22970,53,51.3,54.7,"Mild infection",34.5,"2*mRNA","Omicron","Children",-0.755022584278033
35952702,"P. T. V. Florentino",2022,11,"A","2*BNT162b2",15631,19215,24933,22970,40.6,38.8,42.4,"Mild infection",48.5,"2*mRNA","Omicron","Children",-0.520875959619492
35952702,"P. T. V. Florentino",2022,12,"A","2*BNT162b2",19627,20836,24933,22970,32,30,33.9,"Mild infection",62.5,"2*mRNA","Omicron","Children",-0.385662480811985
35952702,"P. T. V. Florentino",2022,13,"A","2*BNT162b2",15069,16174,24933,22970,25.3,22.9,27.6,"Mild infection",76.5,"2*mRNA","Omicron","Children",-0.29169009384932
35952702,"P. T. V. Florentino",2022,14,"A","2*BNT162b2",9045,12934,24933,22970,17,13.8,20,"Mild infection",90.5,"2*mRNA","Omicron","Children",-0.186329578191493
35952702,"P. T. V. Florentino",2022,15,"A","2*BNT162b2",8348,29780,24933,22970,5.9,2.2,9.4,"Mild infection",98,"2*mRNA","Omicron","Children",-0.0608121393967575
35952702,"P. T. V. Florentino",2022,16,"B","2*BNT162b2",494,1335,9522,4855,82.6,80.6,84.5,"Mild infection",20.5,"2*mRNA","Omicron","Children",-1.74869997976761
35952702,"P. T. V. Florentino",2022,17,"B","2*BNT162b2",540,1160,9522,4855,77.4,74.7,79.8,"Mild infection",34.5,"2*mRNA","Omicron","Children",-1.48722027970985
35952702,"P. T. V. Florentino",2022,18,"B","2*BNT162b2",754,1209,9522,4855,69.6,66.3,72.6,"Mild infection",48.5,"2*mRNA","Omicron","Children",-1.19072757757592
35952702,"P. T. V. Florentino",2022,19,"B","2*BNT162b2",915,1341,9522,4855,65.4,61.9,68.7,"Mild infection",62.5,"2*mRNA","Omicron","Children",-1.06131650392441
35952702,"P. T. V. Florentino",2022,20,"B","2*BNT162b2",717,825,9522,4855,58,52.9,62.6,"Mild infection",76.5,"2*mRNA","Omicron","Children",-0.867500567704723
35952702,"P. T. V. Florentino",2022,21,"B","2*BNT162b2",549,464,9522,4855,45.3,37.2,52.4,"Mild infection",90.5,"2*mRNA","Omicron","Children",-0.603306476560156
35952702,"P. T. V. Florentino",2022,22,"B","2*BNT162b2",462,425,9522,4855,50.6,42.7,57.4,"Mild infection",98,"2*mRNA","Omicron","Children",-0.705219761794215
35952702,"P. T. V. Florentino",2022,23,"A1","2*BNT162b2",15,7700,205,22970,75.6,58.1,85.8,"Severe",20.5,"2*mRNA","Omicron","Children",-1.41058705368893
35952702,"P. T. V. Florentino",2022,24,"A1","2*BNT162b2",20,13426,205,22970,82.8,72.1,89.4,"Severe",34.5,"2*mRNA","Omicron","Children",-1.76026080216868
35952702,"P. T. V. Florentino",2022,25,"A1","2*BNT162b2",30,19215,205,22970,84.2,76.3,89.5,"Severe",48.5,"2*mRNA","Omicron","Children",-1.84516024595517
35952702,"P. T. V. Florentino",2022,26,"A1","2*BNT162b2",34,20836,205,22970,83.7,76,88.9,"Severe",62.5,"2*mRNA","Omicron","Children",-1.81400507817538
35952702,"P. T. V. Florentino",2022,27,"A1","2*BNT162b2",27,16174,205,22970,82,72.6,88.2,"Severe",76.5,"2*mRNA","Omicron","Children",-1.71479842809193
35952702,"P. T. V. Florentino",2022,28,"A1","2*BNT162b2",12,12934,205,22970,86.4,75.2,92.6,"Severe",90.5,"2*mRNA","Omicron","Children",-1.99510039324609
35952702,"P. T. V. Florentino",2022,29,"A1","2*BNT162b2",14,29780,205,22970,82.7,68.8,90.4,"Severe",98,"2*mRNA","Omicron","Children",-1.75446368448436
34614327,"H. Chemaitelly",2021,43,"A12","2*BNT162b2(>=12y)",53,184,1587,1456,77.1,67.5,83.8,"Mild infection",22,"2*mRNA","Alpha","All",-1.4740332754279
34614327,"H. Chemaitelly",2021,44,"A12","2*BNT162b2(>=12y)",18,111,1587,1494,88.6,79.2,93.7,"Mild infection",45.5,"2*mRNA","Alpha","All",-2.17155683058764
34614327,"H. Chemaitelly",2021,45,"A12","2*BNT162b2(>=12y)",18,64,1580,1534,80.7,63.2,89.9,"Mild infection",75.5,"2*mRNA","Alpha","All",-1.64506509007725
34614327,"H. Chemaitelly",2021,46,"A12","2*BNT162b2(>=12y)",12,29,1588,1571,60.7,21.1,80.4,"Mild infection",105.5,"2*mRNA","Alpha","All",-0.933945667112876
34614327,"H. Chemaitelly",2021,47,"A12","2*BNT162b2(>=12y)",15,20,1583,1578,33.3,-48.3,70,"Mild infection",135.5,"2*mRNA","Alpha","All",-0.404965233066513
34614327,"H. Chemaitelly",2021,48,"A12","2*BNT162b2(>=12y)",2,6,1587,1583,80,-71.2,97.7,"Mild infection",151,"2*mRNA","Alpha","All",-1.6094379124341
34614327,"H. Chemaitelly",2021,49,"A13","2*BNT162b2(>=12y)",124,402,3013,2735,74.3,67.9,79.5,"Mild infection",22,"2*mRNA","Beta","All",-1.35867919408692
34614327,"H. Chemaitelly",2021,50,"A13","2*BNT162b2(>=12y)",106,230,3015,2891,63.9,52.6,72.5,"Mild infection",45.5,"2*mRNA","Beta","All",-1.01887732064926
